topic,sentiment
app issues bugs,1
min accurate,2
look like didn,2
team love app,2
love saying just,1
like high quality,0
crashes week,1
guess lot butchering,0
keeps disappearing like,0
suggesting music months,2
good content swipe,2
music enjoyably,2
song good app,1
gone highly frustrating,2
looking use app,0
song self,0
offline mode longer,0
listen extremely,0
radio based playlist,0
great sound louder,1
app fine ads,0
customers pretty good,0
orgasmned,0
fond good music,1
spotify change ill,2
like awesome stops,1
like usual,2
avoid adds premium,0
personally think equivalent,2
amazing,1
data truly,1
nowadays putting ads,0
play list choices,1
changes radically,2
free premium trial,1
support,1
new update let,0
kinda lazy comes,0
play bar close,1
podcast ad popping,2
ipad like good,0
history,1
star adds keeps,1
keeps interrupting music,1
playing showing app,1
appreciate free,2
spotify cleared,0
allowing,2
god stop,0
playing mistake,1
free ads premium,0
removed playlists thousand,1
stop playing takes,1
nit,2
solid days patch,0
play button listening,0
force closes takes,2
music make really,0
lovely paid subscriber,0
stars good,0
play way better,0
random numbers,0
premium buffering constantly,2
keyword,1
deinstalling reinstalling,2
use podcasts just,1
wrong just wanna,2
ppl love spotify,2
glitching content great,2
frustrating notify subscribers,0
track play pause,2
trash time app,1
play button pressed,1
platform,0
showing,2
having songs don,0
google branch,0
spice modify playlist,0
crashes better,2
sucks solve,0
icon slide,1
lot butchering,1
sorcery tha,0
throwback cd,2
thanks fixing,0
anthoer song,1
keeps disappearing dl,0
samsung,1
music transpose change,0
music shows,1
want music app,0
plan kinda,2
closing spofy,2
podcasts lost,2
interrupt apps great,2
mest,1
radio longer able,1
dropping issues great,1
transaction better easy,2
love app,2
just wish chose,0
issue s20 spotify,0
suddenly idk,0
need limited ads,1
longer fix adds,0
played come light,1
ve,0
feature breaking current,0
playing,1
removed add option,0
reason keeps leading,2
listen device gone,0
aren,0
reinstall couple,2
music sorry just,1
spotify songs library,1
music ads bad,1
fresh ness mediocre,1
like exact,1
opened update,0
internet internet,0
old stuff,1
sucks constantly crashes,1
quality easy music,0
kept night,1
update caused issues,2
ad free 30,1
rid shuffle,2
randomly stops starts,0
paying constantly happening,1
podcasts listen personal,1
flip app,1
little customers,2
allowing add,2
personal playlists easy,0
mixes incorrect certain,0
lirics mistakes,0
misssing group,1
fix bugs app,2
shows wrong,2
disappointing frustrating keeps,2
just reappeared,0
introduced spotify far,2
good complex complete,1
stops middle song,0
playing great music,0
song wanna hear,1
swipe gestures,1
representing black male,0
plays car screen,1
close playing,1
music shows,2
music reliable loaded,1
play runs,0
premium bull,1
display bar showing,1
fix,1
time spoils mood,1
moment getting,2
paying 13,1
log letting,0
sort pay monthly,2
phone controlling,0
offline app working,2
music ads oh,1
let control playback,1
says enjoy 30,2
premium forever meant,0
stop users,2
stops playing minutes,0
profile label manager,0
feels developed frequently,0
try songs don,1
connecting,0
playlists makes ot,1
ads,2
isvyherecannoption payy,1
lots albums,2
ok far nice,1
cut repeat,0
microsoft,0
got lyrics sharing,2
louder thsn,0
ringtone quality good,0
old know,2
lyrics,1
swipe added awesome,0
sucks dont want,2
remove heart,1
translated lyrics add,0
music stops bluetooth,2
pplssss fix,2
screen record song,2
pick song phone,0
update isn showing,1
worst appni,1
buggy mess,2
mest design,1
membership advertisements,0
used bit dissappinted,2
play specifically,1
nigeria le data,0
time use different,0
poor times good,2
listen song app,0
names phones,1
turn kill,1
suddenly frequent annoying,2
eases mind,1
music able pause,0
premium worth app,2
prgrmr,2
music playlists make,1
spotify love couple,2
just joined far,2
loving far great,2
star sick adding,2
play freaking minute,1
pick just flat,1
look tired paying,2
lower ad volume,0
crazy add,0
worst app songs,1
bank,1
liked want,0
intuit,0
just,1
music accidentally played,2
simple song app,0
great ap massive,0
makes liked,0
tried music,0
wish adds,2
music,0
months year let,0
wen want,2
great hassle service,1
spotify play listo,1
wrong songs,2
ager month,0
try replicate way,1
update doesn footer,0
playing swiping close,2
issues overall,1
great im sure,2
hear random song,0
just crash,0
download spotify songs,0
available offers,0
tracks app plays,0
reviews clearly,2
maybe try songs,1
wathc usually,0
safely skip,1
long believe gonna,2
doesn music played,0
im going dizzy,2
louder thsn listening,0
sucks im premium,1
listen really,0
crashing completely bugged,2
quite disappointed constantly,0
pics,1
lyrics don sync,0
missing preview songs,2
playtime ratio,0
working jre,2
music esp,1
offers wide,2
tracks obscure cuts,2
ads video,2
list listened,1
problem super,1
listening keeps,1
freedom express different,1
enjoy ease use,2
res audio premium,2
listening does allow,2
ok just recommend,0
fix asap cancel,2
missing lot songs,2
install absolutely appropriate,2
selection music audio,1
music great way,1
genuinely breaks app,2
playlist fix ads,0
version skips hour,0
log,2
ngl don,0
minutes ads ads,1
work gowned,1
life partner live,0
hate star select,2
lately connects,0
music transport,0
longer spotify,1
sorry deleting,2
spotify lagging,1
songs problem,2
interface graphics,2
just automatically played,1
playlist money,2
disappearing songs,2
plays nice,0
shuffle sucks good,1
saying use premium,0
music radio,1
instead just pausing,2
japanese,1
saying trying,2
destroyed ads,2
hear ad middle,1
using google play,1
jamming car sticking,0
amazing interface easy,0
stars old,0
adds plzz remove,1
spotify doesn,2
fails close app,2
song switches,1
horrible songs,1
improved star great,1
pays product,0
pauses dropouts,2
trial version sucks,0
need limited,0
joke hate,1
fix doesnt make,1
playlist lately ads,2
ofline,1
premium program,2
trash new feature,2
lately wrong spotify,0
irritating good ad,2
driving users mad,0
randomly disappeared,1
glad don,2
music app bit,1
continue promoting,2
mein liked songs,0
vehicles don makes,2
playlist form,0
middle controls getting,1
listen podcast annoying,0
close playing fix,2
skipping tracks hour,0
new service today,1
like years just,0
keeps randomly undownloading,2
app got lots,0
industry opinion rid,1
unplugged,1
cd,0
new stereo,2
service just,2
years spotify says,2
spotify,2
stop,1
spotify beef,1
hate having shut,0
isn like,0
high colors,0
random song plays,2
s21 s22,2
podcasts truly,2
try add feature,1
glitchy couple times,2
person ve heard,1
interrupted fun quite,0
playlist new update,2
app provinser simple,0
music disappears lately,0
peaceful music,2
pirated songs,0
using google play,0
point defend,2
glitch really ticking,2
updated shouldn,0
lyrics update haha,0
loading feed starting,0
says internet figure,2
make playlist doesn,2
spotify music,0
lite better,2
login,2
wasn free app,0
list song like,2
preview songs list,2
boycott spotify,0
playlist,0
way home,0
say 30 min,0
junk failure,2
listen everyday,2
work paid,0
songs blocking,2
internet working apps,1
surprised worse,2
library songs ve,1
error really loved,1
finding playing,2
lyrics love,1
trash makes want,1
player use awesome,1
favorite songs old,1
speech,0
history past occurred,2
problem spotify polite,1
music changing music,0
playlists great song,2
random music,0
try swipe,2
music app updated,0
vararity,0
phone connected bluetooth,1
track session,1
love times,1
_offline_,0
frustrating really disappointing,2
home devices completely,2
listen extremely frustrating,0
green circle takes,0
laggy search,1
saved liked,0
variety time,1
poor performance,2
meditative,2
leaning,0
trial awesome best,0
pop unpredictibly,1
local music disappeared,2
recommendations,2
makes worth,1
unless click shuffle,0
playing audio bluetooth,2
different song chose,1
maby,0
spotify months absolutely,1
enjoy glad don,0
podcasts unfortunately great,1
ads music,2
team rectify problem,0
rectifying problem spotify,2
issue just kind,0
removed option play,0
sound audio,2
music disappeared update,2
big,0
songs playlists rid,2
having 2gb mobile,1
pause play volume,1
galaxy s10 android,0
tidal new,0
prefer buy,1
song instead went,1
update fix clear,2
skip song x5,0
omg ve ads,2
everytime skip song,0
times hav,2
language genre time,0
playing playlists especially,1
like premium bugs,1
heed,1
available offers wide,0
different,1
selections,0
truly offline mode,0
spotify button integration,2
way home work,1
showing logging saying,0
link doesn work,1
pretty downhill lots,2
cause issues controls,0
music easy,1
ads ads,2
songs choice skip,0
minutes really,1
replicate way overpriced,1
played ok listen,0
baaliya 50,1
equilizer setting,0
literally years amazing,1
really buggy update,2
welcome amazing,1
experience spotify good,1
open app ve,1
favorite,2
used star new,2
song ad,0
pausing display,2
excellent service recommend,0
used love app,0
issues compliments,0
point browse,1
preview songs free,0
reason completely,2
remove heart,0
took hours music,1
listen sucks mean,1
premium worth app,0
specific song boycott,0
live,2
like usual need,0
player rough update,0
skip certain use,2
layout player,2
download song,0
randomly frustrating,0
pause turn shuffle,2
great loving,1
just blows mood,2
haft,1
listening songs prepared,1
spotify spotify responding,1
like ipad app,1
showing whats playing,1
normally keeps crashing,2
music newest version,2
music way better,0
premium premium basically,1
open new phone,1
adds don like,0
music sorry just,2
queue working,2
screen record,0
pls bug unable,0
keeps crash,1
mins useless app,0
long remove don,0
logout reason,2
mind new features,0
ver mobile,2
recordinga open app,0
app premium,2
song called pong,1
keyword search wind,0
students like,2
looking look,0
offline premium hasn,1
paid simple feature,2
won load won,1
issues broken interactions,1
music simple use,1
phone screen connect,1
open phone open,2
app good crashes,2
library factory reset,1
uninstalled reinstalled keeps,1
fixed asap want,2
log facebook using,2
switch,0
stopped terrible experience,0
okay crashes pisses,1
introduce light,0
major improvement,2
premium listen ads,2
onces,0
playlosts,2
message went,2
absolutely love,0
randomly undownloading music,0
friends activity,0
update needs fix,1
loved ad love,0
oneui start,1
song isn list,0
podcasts just don,1
music everyday love,2
open common new,1
like wanna,0
pay atm financial,0
horrible broke just,0
service compared music,1
just ads ads,1
immediately shuts,2
network currently experiencing,2
turn kill,0
second great,2
music favorite,2
ve liked free,0
30 minutes,0
streaming app come,1
play fix got,2
ads love way,1
know songs playlist,1
spotify participating,0
money listen want,2
joke update 12,1
spotify ridiculous money,1
play button middle,0
s21 android,0
pc lyrics main,0
open skips,2
like accidentally skip,1
problems pretty good,1
good recurring issues,1
happy edit trial,2
recorded sound waves,1
videos taking dashboard,2
cheaper apps available,2
player plays,0
good real problem,2
ll cut,0
makes long,1
variety music right,1
unbelievably best,1
fix bug disabling,2
letting create playlist,0
unusable,0
ve ads songs,0
options ads middle,1
scam literally song,0
organization weak,1
displays music,0
playing bar bugged,2
mean songs adds,1
song didnt let,0
names podcast space,1
stars today spotify,0
fantastic music make,0
premium flow,1
loading logo,0
good finding,0
poco f3 android,0
try figure,1
omg stop,0
let preview snippet,2
songs ringtone quality,1
playing sort,2
greatest,1
download,0
spotify asking star,0
didnt add,0
just firstly point,1
liked want listen,0
make little,1
product design,0
changes radically,1
rate app adds,1
like aap,1
persists new updates,1
adds adds continuously,0
footer app,1
metrics money resources,1
past loading,0
plays mins stop,0
played close app,0
play songs interup,0
plays random music,1
doesn play work,2
lately used half,2
endless bugs,1
premium service great,1
podcasters ad reads,2
product app bugs,0
great music fails,0
playlist offline point,1
plan solo premium,0
person primary phone,1
stupid bluetooth connext,2
really hate puts,0
